"Date","Open","High","Low","Close","Volume","AdjClose"
"2014-01-02",837.409973,837.969971,830.100021,834.140015,7214000,82.48302
"2014-01-03",834.140015,835.800018,825.999985,830.810013,6438000,82.153737
"2014-01-06",831.959991,833.880005,824.660034,826.689987,7022000,81.746333
"2014-01-07",831.009979,839.189987,830.999985,837.089996,7635000,82.885013
"2014-01-08",837.320023,844.01001,836.009979,836.839981,6936000,82.860257
"2014-01-09",840,844.240036,836.25,843.600006,7025000,83.529606
"2014-01-10",846.839981,847.480011,831.600037,834.759979,8211000,82.654305
"2014-01-13",835.459976,838.000031,807.630005,810,12354000,80.202679
"2014-01-14",812.819977,822.969971,804.140015,821.709976,10869000,81.36215
"2014-01-15",825.110016,829.779968,821.240005,823.36998,7750000,81.526516
"2014-01-16",824.820023,827.990036,822.419968,825.500031,4965000,81.737425
"2014-01-17",825,834.020004,807.88002,818.420029,13330000,81.036394
"2014-01-21",823.02002,826.559982,814.029999,818.479996,10103000,81.042331
"2014-01-22",82.209999,83.900002,82,83.300003,7220600,82.480042
"2014-01-23",83.800003,83.809998,81.919998,82.360001,6590300,81.549293
"2014-01-24",81.779999,81.980003,78.5,78.510002,9460200,77.737191
"2014-01-27",78.949997,78.980003,74.949997,76.050003,13707500,75.301407
"2014-01-28",76.699997,79.089996,76.580002,78.830002,7735000,78.054041
"2014-01-29",78.190002,78.669998,77.010002,77.699997,7908500,76.935159
"2014-01-30",80.449997,80.550003,78.239998,79.760002,8702200,78.974887
"2014-01-31",75.510002,76.989998,71.75,75.68,23252800,74.935047
"2014-02-03",76.050003,76.410004,73.849998,73.910004,9828200,73.182473
"2014-02-04",74.220001,74.349998,72.800003,73.120003,11378100,72.400248
"2014-02-05",72.760002,73.5,72.110001,72.839996,7768100,72.122998
"2014-02-06",73.230003,74.910004,73.139999,74.900002,6804600,74.162726
"2014-02-07",75.669998,76.93,75.129997,76.309998,8437500,75.558842
"2014-02-10",76.660004,77.339996,75.849998,76.349998,4885600,75.59845
"2014-02-11",76.800003,76.830002,76,76.190002,5322900,75.440029
"2014-02-12",76.440002,76.93,75.669998,75.970001,4775200,75.222193
"2014-02-13",75.480003,76.639999,75.129997,76.529999,4912300,75.776678
"2014-02-14",76.580002,77.660004,76.480003,77.389999,4731900,76.628213
"2014-02-18",78.459999,78.489998,77.199997,77.489998,5811700,76.727227
"2014-02-19",77.339996,78.010002,76.529999,76.650002,6032800,75.8955
"2014-02-20",76.879997,76.879997,74.849998,75.860001,8711100,75.113275
"2014-02-21",75.860001,76.349998,75.5,75.699997,6551800,74.954846
"2014-02-24",75.57,76.970001,75.559998,75.959999,7942200,75.212289
"2014-02-25",76,76.970001,75.519997,76.739998,7435800,75.98461
"2014-02-26",76.830002,77.410004,76.610001,77.360001,7437200,76.59851
"2014-02-27",77.339996,78.010002,77,77.760002,4931400,76.994574
"2014-02-28",78.199997,78.669998,76.949997,77.720001,5916500,76.954967
"2014-03-03",76.529999,77.089996,75.650002,76.730003,6154600,75.974714
"2014-03-04",77.809998,78.800003,77.410004,78.5,5302700,77.727288
"2014-03-05",78.669998,78.879997,77.830002,78.199997,4230200,77.430238
"2014-03-06",78.400002,78.709999,77.57,77.629997,4593400,76.865849
"2014-03-07",78.07,78.25,77.519997,77.940002,4133600,77.172802
"2014-03-10",77.800003,77.940002,77.269997,77.389999,3314700,76.628213
"2014-03-11",77.489998,78.449997,76.889999,77.900002,4834400,77.133195
"2014-03-12",77.220001,78.339996,76.800003,78.339996,4739700,77.568859
"2014-03-13",78.379997,78.769997,76.540001,76.620003,6521400,75.865796
"2014-03-14",76.510002,77.220001,76.230003,76.339996,4856900,75.588546
"2014-03-17",76.75,77.839996,76.739998,77.830002,3910900,77.063885
"2014-03-18",78.099998,78.980003,77.540001,78.919998,4523500,78.143152
"2014-03-19",78.940002,79.599998,77.919998,78.309998,5929300,77.539156
"2014-03-20",78.209999,78.650002,77.610001,78.410004,5197800,77.638177
"2014-03-21",79.339996,79.830002,75.900002,75.989998,15077700,75.241993
"2014-03-24",76.480003,77.709999,75.870003,77.389999,8816800,76.628213
"2014-03-25",77.580002,77.769997,75.230003,75.279999,7128300,74.538982
"2014-03-26",75.809998,76.169998,73.68,73.709999,7611000,72.984437
"2014-03-27",73.540001,73.620003,72.349998,73.339996,7690100,72.618076
"2014-03-28",73.389999,73.790001,72.440002,73.220001,5245000,72.499262
"2014-03-31",73.860001,74.870003,73.5,74.699997,5843600,73.96469
"2014-04-01",75.25,75.339996,74.379997,74.809998,4105600,74.073608
"2014-04-02",74.889999,75.349998,74.529999,74.699997,4271600,73.96469
"2014-04-03",75.040001,75.550003,74.239998,74.529999,4133300,73.796365
"2014-04-04",75.400002,75.489998,71.709999,72.18,8287100,71.469499
"2014-04-07",71.660004,71.959999,70.43,71.330002,9699100,70.735666
"2014-04-08",71.220001,71.940002,71,71.519997,6280200,70.924078
"2014-04-09",71.93,73.669998,71.610001,73.559998,6984700,72.947081
"2014-04-10",73.669998,74.32,70.949997,71.169998,8982800,70.576996
"2014-04-11",70.050003,70.379997,68.68,68.68,11610500,68.107745
"2014-04-14",69.790001,71.970001,69.599998,71.18,10893900,70.586915
"2014-04-15",72.300003,72.739998,70.480003,72.150002,7009600,71.548834
"2014-04-16",72.879997,73.949997,72.5,73.93,7002300,73.314001
"2014-04-17",74.07,74.82,73.610001,74.129997,5552300,73.512332
"2014-04-21",74.25,74.629997,73.830002,74.309998,5991600,73.690832
"2014-04-22",74.470001,74.769997,73.849998,74.529999,5049800,73.909
"2014-04-23",74.330002,74.5,73.059998,73.360001,5056400,72.748751
"2014-04-24",73.709999,74.720001,73.330002,74.349998,5191700,73.7305
"2014-04-25",72.209999,73,70.599998,70.660004,9657700,70.071251
"2014-04-28",70.800003,72.160004,70.220001,71.239998,8649400,70.646412
"2014-04-29",71.489998,72.610001,71.330002,72.029999,6030500,71.429831
"2014-04-30",72.339996,73.629997,71.540001,73.550003,6552600,72.93717
"2014-05-01",75.57,76.709999,74.050003,74.220001,9752000,73.601586
"2014-05-02",74.199997,74.5,72.519997,73.779999,5977100,73.16525
"2014-05-05",73.209999,74.860001,72.949997,74.82,4776900,74.196585
"2014-05-06",74.339996,74.470001,73.75,73.809998,4290100,73.194998
"2014-05-07",73.93,74.370003,73.050003,73.870003,4411900,73.254504
"2014-05-08",73.870003,75.470001,73.5,74.239998,4628200,73.621416
"2014-05-09",74.010002,74.440002,73.519997,74.379997,2975600,73.760249
"2014-05-12",74.690002,75.220001,74.5,75.019997,2975200,74.394916
"2014-05-13",75.190002,75.43,74.449997,74.830002,3268500,74.206504
"2014-05-14",74.660004,75.019997,73.959999,74.099998,2595900,73.482583
"2014-05-15",74,74.239998,72.879997,73.080002,4301600,72.471085
"2014-05-16",73.029999,73.860001,72.559998,73.75,3703800,73.135501
"2014-05-19",73.470001,74.379997,73.410004,73.860001,3428800,73.244585
"2014-05-20",73.82,74.489998,73.510002,73.650002,3764700,73.036336
"2014-05-21",74.199997,75.639999,74.169998,75.629997,4365800,74.999834
"2014-05-22",75.809998,76.220001,75.099998,75.75,4625400,75.118836
"2014-05-23",76,76.669998,75.82,76.449997,3376100,75.813001
"2014-05-27",76.879997,77.889999,76.720001,77.029999,5598000,76.38817
"2014-05-28",77.110001,77.25,76.720001,76.93,2733300,76.289005
"2014-05-29",77.050003,77.230003,76.510002,76.790001,3375600,76.150172
"2014-05-30",76.800003,77.029999,76.349998,76.449997,5003500,75.813001
"2014-06-02",76.769997,77.209999,76.230003,77.050003,3046400,76.408008
