"Date","Open","High","Low","Close","Volume","AdjClose"
"2014-01-02",87,87.199997,85.75,86.019997,3748000,79.133066
"2014-01-03",86.25,86.5,85.510002,85.529999,3847000,78.682298
"2014-01-06",85.550003,85.57,84.550003,84.93,5323900,78.130337
"2014-01-07",85.120003,85.669998,84.529999,84.68,7502500,77.900352
"2014-01-08",84.5,84.610001,82.93,83.269997,10906300,76.603236
"2014-01-09",83.25,83.629997,82.610001,83.309998,6690100,76.640035
"2014-01-10",83.959999,84.050003,82.410004,82.57,9047600,75.959283
"2014-01-13",82.440002,82.959999,82.269997,82.449997,6999000,75.848888
"2014-01-14",82.739998,83,82.309998,82.449997,6103200,75.848888
"2014-01-15",82.449997,83.300003,82.349998,83.080002,5525800,76.428453
"2014-01-16",82.959999,84.550003,82.620003,84.519997,6866200,77.753159
"2014-01-17",84.129997,84.260002,83.199997,83.330002,6171600,76.658438
"2014-01-21",84.32,84.540001,83.410004,83.989998,4528100,77.265593
"2014-01-22",83.919998,84.410004,83.449997,84.190002,3401900,77.449585
"2014-01-23",83.610001,84.410004,83,83.540001,4534300,76.851624
"2014-01-24",82.959999,83.18,81.5,81.5,8040200,74.974949
"2014-01-27",81.629997,81.860001,80.769997,80.779999,5444200,74.312593
"2014-01-28",80.889999,81.010002,80.510002,80.809998,5951100,74.34019
"2014-01-29",80.470001,80.470001,78.330002,79.440002,10371500,73.079879
"2014-01-30",79.610001,79.800003,78.93,79.089996,7011600,72.757895
"2014-01-31",78.309998,78.949997,77.190002,78.139999,8001800,71.883957
"2014-02-03",78.089996,78.190002,75.279999,75.389999,9837000,69.354127
"2014-02-04",75.849998,77.230003,75.57,76.879997,7917900,70.724833
"2014-02-05",76.559998,77.080002,76.059998,76.900002,7038800,70.743236
"2014-02-06",76.879997,78.790001,76.660004,78.110001,8400900,71.85636
"2014-02-07",78.330002,80.290001,78.169998,80.25,8628100,73.825027
"2014-02-10",79.949997,80.099998,78.440002,78.809998,6526000,72.500314
"2014-02-11",78.610001,79.5,78.010002,79.459999,6011300,73.098275
"2014-02-12",79.639999,79.660004,78.309998,78.440002,5160000,72.159941
"2014-02-13",78.25,79.32,77.550003,79.239998,4595200,72.895887
"2014-02-14",79.309998,80.550003,78.879997,80.389999,6641400,73.953817
"2014-02-18",80.209999,80.940002,80,80.010002,5987900,73.604244
"2014-02-19",79.769997,80.190002,79.5,79.599998,4469700,73.227066
"2014-02-20",79.629997,80.150002,79.25,79.709999,4545900,73.328259
"2014-02-21",79.639999,79.940002,78.900002,78.970001,5425100,72.647507
"2014-02-24",78.790001,79.639999,78.519997,79.169998,5043600,72.831492
"2014-02-25",79.400002,80.089996,79.330002,79.93,5361500,73.530647
"2014-02-26",80.050003,80.080002,78.919998,79.5,5278200,73.135073
"2014-02-27",79.5,81.139999,79.349998,80.779999,5974200,74.312593
"2014-02-28",81.160004,81.599998,80.510002,80.910004,4569000,74.432189
"2014-03-03",80.25,80.970001,79.769997,80.449997,5289900,74.009012
"2014-03-04",81,81.860001,80.989998,81.580002,5595700,75.048546
"2014-03-05",81.870003,81.879997,80.769997,81.07,3844300,74.579376
"2014-03-06",81.199997,81.5,80.790001,80.910004,5150000,74.432189
"2014-03-07",81.019997,81.040001,79.220001,80.339996,5384600,73.907818
"2014-03-10",80.32,80.57,80.040001,80.43,4571400,73.990616
"2014-03-11",80.620003,80.849998,79.150002,79.519997,5318200,73.153469
"2014-03-12",79.150002,79.449997,78.790001,79.169998,4363900,72.831492
"2014-03-13",79.410004,79.889999,79.059998,79.230003,4285700,72.886693
"2014-03-14",79.25,80.480003,79.18,79.889999,4814700,73.493848
"2014-03-17",80.010002,80.68,80,80.279999,4453800,73.852624
"2014-03-18",80.279999,80.910004,80.139999,80.470001,3698700,74.027414
"2014-03-19",80.470001,81.199997,79.410004,79.660004,4961100,73.282267
"2014-03-20",79.629997,80.459999,79.449997,80.43,4402700,73.990616
"2014-03-21",81.089996,81.449997,80.540001,81,10868500,74.51498
"2014-03-24",81.120003,81.190002,80.309998,80.419998,5277300,73.981415
"2014-03-25",79.68,80.360001,79.669998,80.199997,4736800,74.651602
"2014-03-26",80.18,81.040001,80.18,80.419998,4872200,74.856384
"2014-03-27",80.25,80.43,79.93,80.07,4652800,74.530599
"2014-03-28",80.209999,81.019997,80.150002,81.019997,4106000,75.414873
"2014-03-31",81.230003,81.949997,81.029999,81.870003,6300400,76.206074
"2014-04-01",81.739998,82.330002,81.699997,82.209999,5297200,76.522549
"2014-04-02",82.32,82.5,82.160004,82.459999,4265000,76.755253
"2014-04-03",82.529999,82.68,82,82.279999,3642600,76.587706
"2014-04-04",82.93,83.150002,82.519997,82.809998,5710300,77.081038
"2014-04-07",82.760002,83.32,82.730003,82.889999,5229900,77.155505
"2014-04-08",82.970001,84.239998,82.970001,83.82,5546700,78.021166
"2014-04-09",83.959999,84.019997,83.269997,83.879997,3845000,78.077013
"2014-04-10",84.080002,84.970001,83.360001,83.519997,6411300,77.741918
"2014-04-11",83.360001,83.989998,82.709999,83.139999,5563000,77.38821
"2014-04-14",83.650002,84.470001,83.360001,84.169998,4928000,78.346951
"2014-04-15",84.089996,84.480003,83.550003,84.379997,4872600,78.542422
"2014-04-16",84.75,84.82,84.099998,84.790001,5248400,78.924061
"2014-04-17",83.620003,84.050003,82.120003,83.150002,7858500,77.39752
"2014-04-21",82.980003,83.610001,82.5,83.5,3709400,77.723305
"2014-04-22",83.349998,83.889999,82.959999,83.540001,3728000,77.760538
"2014-04-23",83.489998,83.940002,83.25,83.349998,3745500,77.583681
"2014-04-24",83.199997,84.010002,83.010002,83.489998,3697000,77.713995
"2014-04-25",83.400002,84.199997,83.400002,84.110001,4375200,78.291104
"2014-04-28",84.580002,85.620003,84.470001,84.980003,7172000,79.100919
"2014-04-29",84.980003,85.830002,84.870003,85.190002,4488500,79.29639
"2014-04-30",85.010002,85.589996,84.790001,85.43,4974100,79.519784
"2014-05-01",85.489998,85.959999,85.209999,85.720001,3504500,79.789722
"2014-05-02",85.769997,85.769997,85.150002,85.379997,3596100,79.47324
"2014-05-05",85.019997,85.510002,84.82,85.339996,2328300,79.436007
"2014-05-06",85.18,85.550003,85,85.279999,3258100,79.38016
"2014-05-07",85.290001,85.93,85.110001,85.800003,3605000,79.864189
"2014-05-08",85.709999,86.379997,85.199997,86.209999,3510800,80.245821
"2014-05-09",86.029999,86.519997,85.940002,86.400002,2863700,80.422678
"2014-05-12",86.82,86.900002,85.889999,86.129997,3232800,80.171354
"2014-05-13",86.279999,86.32,85.629997,85.93,3710200,79.985193
"2014-05-14",85.910004,86.269997,85.589996,85.75,3195000,79.817645
"2014-05-15",85.800003,86.190002,85.150002,85.330002,4108200,79.426703
"2014-05-16",85.230003,85.980003,85.199997,85.769997,6359700,79.836259
"2014-05-19",85.720001,85.800003,85.339996,85.739998,2706100,79.808335
"2014-05-20",85.480003,85.5,85.019997,85.220001,3396700,79.324313
"2014-05-21",85.209999,86.5,84.93,86.150002,4995100,80.189974
"2014-05-22",86.18,86.730003,85.870003,86.290001,4631100,80.320288
"2014-05-23",86.139999,86.900002,86.120003,86.57,3790800,80.580916
"2014-05-27",86.529999,87.160004,86.220001,86.910004,4153800,80.897398
"2014-05-28",86.879997,87.5,86.480003,87.349998,4278900,81.306953
"2014-05-29",87.620003,88.699997,87.379997,88.370003,4782200,82.256391
"2014-05-30",88.25,88.800003,88.050003,88.540001,4173100,82.414628
"2014-06-02",88.330002,88.739998,88.050003,88.32,3233900,82.209847
"2014-06-03",88.25,88.489998,87.620003,87.889999,3073000,81.809595
"2014-06-04",87.769997,88.209999,87.57,87.970001,2517400,81.884062
"2014-06-05",88,88.160004,87.669998,87.900002,3347300,81.818905
"2014-06-06",88,88.559998,87.900002,88.330002,2543600,82.219158
"2014-06-09",88.010002,88.470001,87.809998,88.330002,2864400,82.219158
"2014-06-10",87.889999,88.57,87.809998,88.389999,3476500,82.275004
"2014-06-11",88.160004,88.739998,88.160004,88.440002,3261400,82.321548
"2014-06-12",88.209999,88.709999,88.07,88.239998,3950000,82.13538
"2014-06-13",88.169998,88.629997,87.879997,88.449997,3162800,82.330851
"2014-06-16",88.370003,89.360001,88.07,89.029999,4550100,82.870727
"2014-06-17",88.779999,89,88.410004,88.739998,4217400,82.600789
"2014-06-18",88.82,89.970001,88.440002,89.879997,4837600,83.661921
"2014-06-19",89.970001,91.470001,89.910004,91.339996,7145000,85.020915
"2014-06-20",91.389999,91.629997,90.779999,91.139999,9003100,84.834754
"2014-06-23",91.150002,91.239998,90.269997,90.43,5492400,84.173874
"2014-06-24",89.120003,89.940002,88.730003,89.370003,5337600,84.061002
"2014-06-25",89.300003,89.300003,88.279999,88.889999,4663400,83.609513
"2014-06-26",86.800003,86.910004,85.980003,86.489998,10749000,81.352083
"2014-06-27",86.169998,86.169998,84.050003,84.849998,16140800,79.809507
"2014-06-30",84.629997,84.900002,84.160004,84.309998,8020400,79.301585
"2014-07-01",84.349998,84.540001,83.870003,84.209999,6615400,79.207527
"2014-07-02",84.209999,85.099998,83.830002,84.860001,4335400,79.818915
"2014-07-03",84.760002,86.089996,84.730003,85.690002,3562500,80.599611
"2014-07-07",85.580002,86.449997,85.459999,86.080002,4229900,80.966442
"2014-07-08",86.129997,86.660004,85.940002,86.290001,3726100,81.163967
"2014-07-09",86.510002,86.849998,85.82,86.029999,3188000,80.91941
"2014-07-10",85.610001,86.040001,84.879997,84.900002,5465500,79.85654
"2014-07-11",85.599998,86.080002,84.839996,85.410004,4861300,80.336245
"2014-07-14",85.919998,86.260002,85.75,85.949997,3470200,80.844161
"2014-07-15",85.57,85.610001,84.480003,84.589996,5770400,79.56495
"2014-07-16",84.989998,85.550003,84.489998,84.699997,6244300,79.668416
"2014-07-17",84.580002,86.650002,84.519997,84.550003,5932700,79.527333
"2014-07-18",85.010002,86.150002,84.900002,86.019997,4563900,80.910002
"2014-07-21",85.290001,85.779999,85.199997,85.57,3273300,80.486737
"2014-07-22",85.660004,85.889999,85.260002,85.379997,2741900,80.308022
"2014-07-23",85.529999,85.730003,84.970001,85.080002,2750300,80.025847
"2014-07-24",85.290001,85.779999,85.25,85.540001,3703000,80.45852
"2014-07-25",85.32,85.529999,84.57,84.849998,2715100,79.809507
"2014-07-28",84.980003,84.980003,84.099998,84.480003,3053900,79.461491
"2014-07-29",84.5,85.379997,84.5,84.650002,2677200,79.621391
"2014-07-30",84.720001,85.07,83.139999,83.190002,4670900,78.248123
"2014-07-31",82.959999,82.989998,82,82.010002,4633400,77.13822
"2014-08-01",82,82.589996,81.720001,81.900002,3956500,77.034754
"2014-08-04",81.800003,82.330002,81.5,82.129997,3293400,77.251087
