"Date","Open","High","Low","Close","Volume","AdjClose"
"2014-01-02",184.619999,184.93,183.069992,183.610001,990500,35.491626
"2014-01-03",186.259995,186.900005,185.270004,186.070004,1423000,35.967143
"2014-01-06",187.269993,187.579994,185.410004,185.550003,1599500,35.866627
"2014-01-07",187.859993,188.349991,187.280006,188.069992,1660000,36.353738
"2014-01-08",189.230003,189.820004,188.640003,189.349995,2271000,36.601162
"2014-01-09",38.099998,38.34,37.799999,38.290001,1536500,37.007091
"2014-01-10",38.470001,39.240002,38.400002,39.049999,1768600,37.741626
"2014-01-13",38.82,39.02,38.509998,38.59,1118000,37.297039
"2014-01-14",38.610001,38.970001,38.560001,38.82,1068400,37.519332
"2014-01-15",38.540001,38.57,38.27,38.470001,2419800,37.181061
"2014-01-16",38.299999,38.619999,38.18,38.400002,1587500,37.113406
"2014-01-17",38.110001,38.380001,38,38.099998,974400,36.823455
"2014-01-21",38.77,38.779999,38.189999,38.619999,3442900,37.326033
"2014-01-22",38.41,38.439999,38.119999,38.150002,1344700,36.871783
"2014-01-23",38.66,38.66,38.259998,38.290001,2354300,37.007091
"2014-01-24",38.849998,38.880001,38.189999,38.259998,2134400,36.978094
"2014-01-27",37.950001,38.049999,37.43,37.560001,2101400,36.30155
"2014-01-28",37.849998,38,37.490002,37.759998,2048500,36.494846
"2014-01-29",37.5,37.540001,37.209999,37.369999,770400,36.117914
"2014-01-30",38.349998,38.43,37.84,38.43,1272700,37.1424
"2014-01-31",39.529999,39.790001,39.419998,39.669998,1546400,38.340852
"2014-02-03",40.439999,40.57,39.349998,39.529999,2179100,38.205543
"2014-02-04",39.759998,39.869999,39.240002,39.580002,2113100,38.253871
"2014-02-05",40.389999,41.130001,40.34,41.049999,2873200,39.674616
"2014-02-06",42.040001,42.299999,41.650002,41.939999,3002200,40.534796
"2014-02-07",42.060001,42.900002,41.950001,42.849998,1571900,41.414306
"2014-02-10",42.91,42.970001,42.630001,42.93,987000,41.491627
"2014-02-11",42.48,43.02,42.450001,43.02,1405200,41.578612
"2014-02-12",42.380001,43.02,42.380001,42.880001,1711500,41.443303
"2014-02-13",43.360001,43.919998,43.32,43.869999,1105500,42.400131
"2014-02-14",43.669998,44.080002,43.619999,43.849998,1231900,42.380801
"2014-02-18",43.560001,44.470001,43.549999,44.330002,3210800,42.844721
